,authors,title,year,Journal,doi/url,abstract,keywords,inclusion: IACS,inclusion: plot-level data,country,is the paper in english,exclusion yes/no,exclusion: reason,responsible
426,"['Zoderer, Brenda Maria', 'Tasser, Erich', 'Erb, Karl-Heinz', 'Lupo Stanghellini, Paola Sabina', 'Tappeiner, Ulrike']",Identifying and mapping the tourists⿿ perception of cultural ecosystem services: A case study from an Alpine region,2016,Land Use Policy,https://doi.org/10.1016/j.landusepol.2016.05.004,"Landscapes provide an array of services to society, from the provision of food and material, to the provision of cultural ecosystem services such as recreation, aesthetics or spirituality. Studies on cultural ecosystem services, however, remain rare and little is known about the spatial localisation of these services. In this study, we adopt and test a framework to identify and map the provision of cultural ecosystem services as perceived by tourists in an Alpine region, i.e. the region of South Tyrol in Italy. A photo-based questionnaire survey is combined with cartographical representations of landscape types to elicit hot and coldspot areas of cultural ecosystem service provision. We statistically test for influences of the land use type and the respondents' socio-demographic background on the tourists' perception of these services. The results show that different spatial patterns emerge for each of the investigated cultural ecosystem services depending on the distribution and extent of the landscape types to which they are related. In particular traditionally managed landscapes, small in extent and mainly scattered over large areas between 1000 and 2200m a.s.l., are hotspot areas of aesthetic beauty, leisure activities and spirituality. In contrast, intensively managed landscapes, mainly located in the lowland plains of the study site, are considered to be more important for the provision of cultural heritage values. While the results suggest that land use type exerts the strongest influence upon tourists' perception, factors such as the respondents' perceived importance of the services, their gender, cultural background, environmental engagement and experience with the landscape play a significant but subordinate role. We conclude that the spatially explicit information about the provision of cultural ecosystem services can serve as a helpful basis for the design and further implementation of land use policies that acknowledge the high touristic value of traditionally used landscapes in mountain regions.","['Cultural ecosystem service', 'Ecosystem service mapping', 'Ecosystem service potential', 'Land use change', 'Landscape perception', 'Traditional landscape']",?,,,,yes,wrong country,
427,"['Desjeux, Y', 'Dupraz, P', 'Kuhlman, T', 'Paracchini, M L', 'Michels, R', 'Maigné, E', 'Reinhard, S']",Evaluating the impact of rural development measures on nature value indicators at different spatial levels: Application to France and The Netherlands,2015,Ecological Indicators,https://doi.org/10.1016/j.ecolind.2014.12.014,"This paper proposes an approach for assessing the effectiveness of those agri-environmental schemes and rural development measures aimed at enhancing the natural value of farmland and, more generally, aimed at releasing the pressure on the environment due to agriculture. First, based on fine scale data, indicators derived from the High Nature Value farmland concept are tested at different scales, resolutions and situations: LAU2 for The Netherlands and LAU1 for France. The effect of rural development measures on the evolution of these indicators is then explored. Significant cause-effect relationships are found in the French cases, while only relationships of correlations are observed from the Dutch case study, obviously caused by a lack of data. Using fine scale data on rural development measures related to both 2000–2006 and 2007–2013 programming periods of the Common Agricultural Policy, a spatial econometrics methodology is applied to France, at national level on the one hand, and at a selected NUTS2 level on the other. The results indicate that agri-environmental schemes and specific rural development measures affect the changes in the indicators, and that the spatial scale of the analyses matters. In particular, results indicate that trends observed at the national scale do not necessarily apply at the regional scale (e.g. impacts of conversion to organic farming, the grassland premium, payments for water and biodiversity protection) underlining the importance of multi-scale assessments. Interestingly, delayed effects of the measures implemented in the 2000–2006 programming period, such as machinery investment aids and less-favoured area payments, are detectable. As regards the 2007–2013 rural development measures, the most significant positive effects on the farm nature value indicator are found, at the national level, for locally targeted agri-environmental schemes focused on biodiversity and water issues and, at the NUTS2 level, for supporting organic farming schemes. Given that the farm nature value indicator is built from three different indices (addressing crop diversity, grassland share, and wooded and afforested farmland) the effect of rural development measures on each of these individual indices is also explored. This enables the main structure and the magnitude of policy impacts to be captured and helps with the understanding of why certain objectives were not met. Key findings are relevant in the context of policy monitoring and evaluation, while the methodology proposed, that incorporates spatial effects, is an important contribution to the implementation of the Common Monitoring and Evaluation Framework by Member States to account for national, regional or local characteristics.","['Common Agricultural Policy', 'Environmental indicators', 'High Nature Value', 'Impact evaluation', 'Rural development', 'Spatial econometrics']",yes,yes,"NL, FR",yes,no,,
428,"['Simoncini, Riccardo']","Introducing territorial and historical contexts and critical thresholds in the analysis of conservation of agro-biodiversity by Alternative Food Networks, in Tuscany, Italy",2015,Land Use Policy,https://doi.org/10.1016/j.landusepol.2014.08.010,"This paper analyses the contribution of Alternative Food Networks (AFNs) to the conservation of agro-biodiversity. After reviewing the literature to identify existing approaches and methodologies to assess the environmental impacts of AFNs, the need to introduce territorial and historical contexts and critical thresholds to specifically analyse AFNs impacts on agro-biodiversity is highlighted. By building on these critical aspects, an operational approach is proposed and adopted to analyse two case studies on the role played by AFNs in conserving local agro-biodiversity in Tuscany, Italy: the cherry varieties of ciliegia di Lari and the local bovine breed of Calvana, both at risk of extinction. The scope of these two case studies is to understand if and how conservation of local agro-biodiversity is enhanced by AFNs and, if this is the case, what are the causes for AFNs having positive impacts on agro-biodiversity conservation. From results of the two case studies it is possible to highlight the suitability and usefulness of the approach proposed, not just to identify the actual or potential contribution of the two AFNs to biodiversity conservation, but also to formulate policy recommendations for local rural development.","['Agro-biodiversity conservation', 'Alternative Food Networks', 'Critical thresholds', 'Social and ecological embeddedness', 'Territorial and historical contexts']",?,,,,yes,wrong country,
429,"['Schmit, C', 'Rounsevell, M D A', 'La Jeunesse, I']",The limitations of spatial land use data in environmental analysis,2006,Environmental Science & Policy,https://doi.org/10.1016/j.envsci.2005.11.006,"Analysis of detailed agricultural parcel and farm location data in central Belgium is used to reveal landscape structure and to identify the processes that are responsible for this structure. Agricultural land use patterns are determined, at least partly, by the relative location of fields to farms. In particular, grassland is located closer to farms than other land uses. General-purpose land cover maps (CORINE and PELCOM) are compared to raster maps generated from the detailed parcel data. Both the CORINE and PELCOM strongly overestimate arable land use in the study area, and neither is able to correctly represent minor land use classes. The farm location–land use relationship as well as land use quantities and other spatial metrics are found to be sensitive to the format, source and resolution of the spatial data for the study area. This suggests that the use of PELCOM is not appropriate when landscape scale processes affect the composition and spatial patterns of land use. In this case, it is always better to aggregate fine resolution spatial data.","['CORINE', 'Land use', 'Landscape structure', 'PELCOM', 'Spatial data']",?,,,,yes,wrong country,
430,"['Luetzenburg, Gregor', 'Bittner, Meriel Jennifer', 'Calsamiglia, Aleix', 'Renschler, Chris S', 'Estrany, Joan', 'Poeppl, Ronald']","Climate and land use change effects on soil erosion in two small agricultural catchment systems Fugnitz – Austria, Can Revull – Spain",2020,Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2019.135389,"Soil erosion represents one of the most important processes of land degradation in the world and is considered a serious threat to the provision of food supply, to human health and to terrestrial ecosystems. In Europe, soil erosion by water and tillage is responsible for the loss of fertile topsoil and therefore productive land. Under Global Change scenarios climate and land use are expected to impact soil loss and sediment discharge rates distinctly in contrasting climatic regions, further influenced by tillage practices. Soil erosion modeling is a valuable tool to estimate future changes and elucidate opportunities to mitigate future threats to soil loss and crop yield, ultimately leading to the development of Best Management Practices (BMPs). In this study, future change of soil erosion processes under the IPCC Representative Concentration Pathways RCP2.6 and RCP6.0, as well as a conventional tillage (CT) and a reduced tillage (RT) practice are investigated in two small agricultural catchments in Europe under contrasting climate; Can Revull in Spain and Fugnitz in Austria. We applied GeoWEPP, the Geospatial Interface for the Water Erosion Prediction Project, to model these two agricultural catchments at a fine spatial resolution. We demonstrate that tillage practice, precipitation and runoff are driving factors for soil erosion at both locations. Furthermore, we illustrate that tillage practices have a greater effect on soil erosion than climate change scenarios. RT could reduce soil erosion by more than 75% compared to CT practices. Under RCP6.0, future changes in runoff, hillslope soil loss and sediment discharge would be greater compared to RCP2.6, with different responses depending on the investigated climatic region. Linking soil erosion models on a fine spatial scale and with different management practices to downscaled global circulation models, can provide valuable input for the development of future BMPs to reduce soil loss in agricultural landscapes.","['GeoWEPP', 'Global change', 'Sediment discharge', 'Soil erosion modeling', 'Soil loss']",no,no,"AT, ES",yes,yes,no IACS,
431,"['Hall, Rea M', 'Penke, Nicole', 'Kriechbaum, Monika', 'Kratschmer, Sophie', 'Jung, Vincent', 'Chollet, Simon', 'Guernion, Muriel', 'Nicolai, Annegret', 'Burel, Francoise', 'Fertil, Albin', 'Lora, Ángel', 'Sánchez-Cuesta, Rafael', 'Guzmán, Gema', 'Gómez, Jose', 'Popescu, Daniela', 'Hoble, Adela', 'Bunea, Claudiu-Ioan', 'Zaller, Johann G', 'Winter, Silvia']","Vegetation management intensity and landscape diversity alter plant species richness, functional traits and community composition across European vineyards",2020,Agricultural Systems,https://doi.org/10.1016/j.agsy.2019.102706,"Land-use intensification at the field and landscape scale is a strong driver for declining biodiversity and ecosystem service provision. Vineyards are characterised by non-productive inter-rows, which could potentially host diverse plant communities. Mulching, tillage or herbicides are used to mitigate the competition between vines and the inter-row vegetation. As plant species with the same set of functional traits will respond similarly to environmental filters like management measures, knowledge about plant trait–environment-relations can be used to predict community and ecosystem processes which are essential for preserving ecosystem services like soil erosion mitigation. We hypothesized that higher vegetation management intensity reduces plant (functional) diversity, changes functional traits and community composition. Across Europe, four viticultural regions in Austria, France, Spain and Romania, which comprised 78 vineyards differing in vegetation management intensity (bare soil, temporary and permanent vegetation cover), were selected for sampling vascular plant diversity. Around each vineyard, the surrounding landscape composition and landscape diversity was investigated within a 750m radius. Rao's quadratic entropy as a measure of functional diversity was calculated based on a selection of plant functional traits. The effects of management and landscape variables on species richness, functional traits, functional diversity and vegetation cover were analysed by generalized linear mixed models and random forests (RF). Furthermore, plant community composition was analysed with non-metric multidimensional scaling (NMDS). Higher management intensities resulted in lower species richness, functional diversity and vegetation cover. The country with the related divergent edaphoclimatic conditions was a significant factor affecting most diversity and functional trait parameters, whereas landscape diversity increased plant species richness only slightly. Vegetation management intensity had the highest explanatory power for species richness, functional diversity and most functional traits according to RF analysis. Consequently, plant functional traits like a higher coverage of ruderals and annuals could be clearly related to bare soil management. Furthermore, the type of cover crops influenced the relationship between annual and perennial plant species, Grime plant strategy types and species diversity. Accordingly, NMDS showed a separation between permanent vegetation cover and bare soil vineyards. The overall positive effect of extensive management and the use of diverse cover crops or spontaneous vegetation in vineyard inter-rows should be better implemented in agricultural policies to support both, biodiversity and ecosystem provision.","['Agroecology', 'Cover crops', 'Ecosystem services', 'Herbicides', 'Landscape', 'Tillage']",yes,yes,"AT, FR, ES, RO",yes,no,,
432,"['Corbelle-Rico, Eduardo', 'Butsic, Van', 'Enríquez-García, María José', 'Radeloff, Volker C']",Technology or policy? Drivers of land cover change in northwestern Spain before and after the accession to European Economic Community,2015,Land Use Policy,https://doi.org/10.1016/j.landusepol.2015.01.004,"Major changes in land cover can result from distant political, social, and environmental forces. Over the last 50 years, many technological innovations and political changes have transformed agriculture in Europe, resulting in substantial decrease of farmland area in many parts of the continent that potentially signify a shift in European land use systems. However, the relative importance of technological advances and agricultural policy to these changes is not well understood, and our goal here was to disentangle them. Because of its unique political context, Spain offers an ideal laboratory to investigate the impacts of technological and political innovations to regime change in land systems. During the time when agricultural innovation was at its peak (1960–1980) Spain was not part of the European Economic Community (EEC). The Spanish agricultural sector then experienced a shock after joining the EEC in 1986. Using historical aerial photographs, land use maps, and Farm Structure Surveys as our reference data, we compared changes in land cover in Terra Chá, a district of Northwest Spain from 1956–1984 and 1984–2005, i.e., approximately before and after the EEC accession in 1986, using spatially explicit multinomial logit models to quantify the relative impacts of technological innovation and political change on agriculture and forest lands. In our study area much more substantial shifts in agricultural and forest land took place after EEC accession than before. The dominant shift was a substantial increase in forest cover (from 7% to 31% of the landscape) and concurrent loss of agriculture (from 45% to 38%) and shrubland (from 46% to 27%). The role of drivers acting at parcel level was constant between time periods, which suggests that accession to EEC was a strong driver of change.","['Farmland abandonment', 'Forest regrowth', 'Land cover change', 'Market integration', 'Technology']",?,,,,yes,wrong country,
433,"['Sánchez-García, Carlos', 'Pérez, José A', 'Armenteros, José A', 'Gaudioso, Vicente R', 'Tizado, Emilio J']","Survival, spatial behaviour and resting place selection of translocated Iberian hares <i>Lepus granatensis</i> in Northwestern Spain",2021,European Journal of Wildlife Research,http://dx.doi.org/10.1007/s10344-021-01464-8,"Translocation of game species is a widespread tool for hunting and conservation, but for some species there is a lack of information, being this the case for the Iberian hare (Lepus granatensis). We studied the survival and spatial behaviour of 12 wild Iberian hares translocated in Northwestern Spain, in a hunting ground with a combination of arable land, vineyards and other habitats where game management and hare coursing were conducted. The average hare survival time was 102&#xa0;days, with adults showing higher survival than juveniles, the overall survival probability being reduced during the hunting season. Presumed predation was the most important cause of death (ranging 45–77% of causalities), and 23% of hares were hunted. Hares showed a higher resting place selection at daytime for arable land, selecting however to settle in areas with a combination of habitats. The average core area considering all animals (MCP 50%) was 7.4&#xa0;ha and the home range (MCP 95%) was 27&#xa0;ha, and males showed significant higher values of home range compared to females. When compared to previous studies on wild hares, the survival of translocated hares in the present study was in general lower but there were similarities on spatial behaviour, and hunting was considered a major factor driving survival and spatial behaviour.","['Agricultural land', 'Animal Welfare', 'Arable land', 'Game management', 'Habitat selection', 'Home range', 'Hunting', 'Leporidae', 'Lepus granatensis', 'Predation', 'Spain', 'Survival', 'Translocation', 'Vineyards', 'Wildlife conservation']",?,,,,yes,wrong country,
434,"['Gennai-Schott, Sabine', 'Sabbatini, Tiziana', 'Rizzo, Davide', 'Marraccini, Elisa']",Who Remains When Professional Farmers Give up? Some Insights on Hobby Farming in an Olive Groves-Oriented Terraced Mediterranean Area,2020,Land,http://dx.doi.org/10.3390/land9050168,"Many land use systems in Mediterranean sloping areas risk abandonment because of nonprofitability, while their hydro-geological stability depends on an appropriate management. However, who are the land managers? What are their practices? Our research on the traditional olive groves of the Monte Pisano (Tuscany, Italy) reveals for the first time the quantitatively important role of hobby farmers as land managers in the area. We used a three-step-method: first, a database was constructed using several data sources to identify and map the population of olive growers; then, 35 semi-structured interviews were conducted, and finally, the data were analyzed to highlight the contribution of olive growers to the land management, along with their motivations and constraints. Our results found that hobby farmers constitute about 90% of all land managers in the study area and manage more than half of the agricultural land. They are a very uneven group, and there are no clear categories detectable by analyzing sociodemographic factors, practices and farm characteristics. They are the “same but different”, not following any market rules, as they are not profit-oriented. Their farming practices are quite homogeneous and mainly in-line with professional farming practices of that area, oriented versus a minimum input management.","['Abandonment', 'Agricultural land', 'Agricultural practices', 'Agriculture', 'Case studies', 'Conservation', 'Farm management', 'Farmers', 'Farming', 'Italy', 'Land management', 'Land use', 'Lifestyles', 'Rural areas', 'Urban areas', 'farming practices', 'hobby farming', 'olive groves', 'peri-urban', 'stewardship']",?,,,,yes,wrong country,
435,"['Gaudino, Stefano', 'Reidsma, Pytrik', 'Kanellopoulos, Argyris', 'Sacco, Dario', 'van Ittersum, Martin K']","Integrated Assessment of the EU’s Greening Reform and Feed Self-Sufficiency Scenarios on Dairy Farms in Piemonte, Italy",2018,Agriculture,http://dx.doi.org/10.3390/agriculture8090137,"Specialised dairy farms are challenged to be competitive and yet respect environmental constrains. A tighter integration of cropping and livestock systems, both in terms of feed and manure flows, can be beneficial for the farm economy and the environment. The greening of the direct payments, which was introduced in the European Union’s greening reform in 2013, is assumed to stimulate the transition towards more sustainable systems. The aim of this study was to quantitatively assess the impacts of greening policies on important economic and environmental indicators of sustainability, and explore potential further improvements in policies. The Farm System SIMulator (FSSIM) bioeconomic farm model was used to simulate the consequences of scenarios of policy change on three representative dairy farms in Piedmont, Italy, i.e., an ‘intensive’, an ‘extensive’, and an ‘organic’ dairy farm. Results showed that in general, there is a large potential to increase the current economic performance of all of the farms. The most profitable activity is milk production, resulting in the allocation of all of the available farm land to feed production. Imposing feed self-sufficiency targets results in a larger adaptation of current managerial practice than the adaptations that are required due to the greening policy scenario. It was shown that the cropping system is not always able to sustain the actual herd composition when 90% feed self-sufficiency is imposed. Regarding the greening policies, it is shown that extensive and organic farms already largely comply with the greening constrains, and the extra subsidy is therefore a bonus, while the intensive farm is likely to sacrifice the subsidy, as adapting the farm plan will substantially reduce profit. The introduction of nitrogen (N)-fixing crops in ecological focus areas was the easiest greening strategy to adopt, and led to an increase in the protein feed self-sufficiency. In conclusion, it is important to note that the greening policy in its current form does not lead to reduced environmental impacts. This implies that in order to improve environmental performance, regulations are needed rather than voluntary economic incentives.","['Adaptations', 'Agricultural land', 'Agricultural production', 'Agriculture', 'Air pollution', 'Cereals', 'Climate change', 'Common Agricultural Policy', 'Corn', 'Cropping systems', 'Crops', 'Dairy farming', 'Dairy farms', 'Economic incentives', 'Economics', 'Efficiency', 'Environmental economics', 'Environmental impact', 'Environmental indicators', 'Environmental management', 'Environmental policy', 'Farms', 'Feeds', 'Grasslands', 'Greening', 'Incentives', 'Italy', 'Livestock', 'Milk', 'Milk production', 'Nitrogen', 'Organic farming', 'Policies', 'Self sufficiency', 'Sustainability', 'Sustainable agriculture', 'Sustainable development', 'Technological change', 'Wheat', 'agro-environmental indicators', 'bioeconomic modelling', 'common agricultural policy', 'dairy farming', 'feed self-sufficiency', 'greening policy']",?,,,,yes,wrong country,
436,"['d’Andrimont, Raphaël', 'Yordanov, Momchil', 'Lemoine, Guido', 'Yoong, Janine', 'Nikel, Kamil', 'Velde, Marijn van der']",Crowdsourced Street-Level Imagery as a Potential Source of In-Situ Data for Crop Monitoring,2018,Land,http://dx.doi.org/10.3390/land7040127,"New approaches to collect in-situ data are needed to complement the high spatial (10 m) and temporal (5 d) resolution of Copernicus Sentinel satellite observations. Making sense of Sentinel observations requires high quality and timely in-situ data for training and validation. Classical ground truth collection is expensive, lacks scale, fails to exploit opportunities for automation, and is prone to sampling error. Here we evaluate the potential contribution of opportunistically exploiting crowdsourced street-level imagery to collect massive high-quality in-situ data in the context of crop monitoring. This study assesses this potential by answering two questions: (1) what is the spatial availability of these images across the European Union (EU), and (2) can these images be transformed to useful data? To answer the first question, we evaluated the EU availability of street-level images on Mapillary—the largest open-access platform for such images—against the Land Use and land Cover Area frame Survey (LUCAS) 2018, a systematic surveyed sampling of 337,031 points. For 37.78% of the LUCAS points a crowdsourced image is available within a 2 km buffer, with a mean distance of 816.11 m. We estimate that 9.44% of the EU territory has a crowdsourced image within 300 m from a LUCAS point, illustrating the huge potential of crowdsourcing as a complementary sampling tool. After artificial and built up (63.14%), and inland water (43.67%) land cover classes, arable land has the highest availability at 40.78%. To answer the second question, we focus on identifying crops at parcel level using all 13.6 million Mapillary images collected in the Netherlands. Only 1.9% of the contributors generated 75.15% of the images. A procedure was developed to select and harvest the pictures potentially best suited to identify crops using the geometries of 785,710 Dutch parcels and the pictures’ meta-data such as camera orientation and focal length. Availability of crowdsourced imagery looking at parcels was assessed for eight different crop groups with the 2017 parcel level declarations. Parcel revisits during the growing season allowed to track crop growth. Examples illustrate the capacity to recognize crops and their phenological development on crowdsourced street-level imagery. Consecutive images taken during the same capture track allow selecting the image with the best unobstructed view. In the future, dedicated crop capture tasks can improve image quality and expand coverage in rural areas.","['Agricultural land', 'Arable land', 'Automation', 'Availability', 'Common Agricultural Policy', 'Conservation', 'Copernicus', 'Crop growth', 'Crop identification', 'Crops', 'Crowdsourcing', 'Data collection', 'Evaluation', 'Global positioning systems--GPS', 'Ground truth', 'Growing season', 'Image quality', 'Inland waters', 'LUCAS', 'Land cover', 'Land use', 'Monitoring', 'Netherlands', 'Phenology', 'Photographs', 'Pictures', 'Questions', 'Remote sensing', 'Rural areas', 'Sampling', 'Satellite observation', 'Smartphones', 'United States--US', 'agriculture', 'citizen science', 'crowdsourcing', 'in-situ', 'street-view']",no,no,,,yes,no use of IACS,
437,"['Mayer, Martin', 'Ullmann, Wiebke', 'Heinrich, Rebecca', 'Fischer, Christina', 'Blaum, Niels', 'Sunde, Peter']",Seasonal effects of habitat structure and weather on the habitat selection and home range size of a mammal in agricultural landscapes,2019,Landscape Ecology,http://dx.doi.org/10.1007/s10980-019-00878-9,"ContextHuman land use intensified over the last century and simultaneously, extreme weather events have become more frequent. However, little is known about the interplay between habitat structure, direct short-term weather effects and indirect seasonal effects on animal space use and behavior.ObjectivesWe used the European hare (Lepus europaeus) as model to investigate how habitat structure and weather conditions affect habitat selection and home range size, predictors for habitat quality and energetic requirements.MethodsUsing&thinsp;&gt;&thinsp;100,000 GPS positions of 60 hares in three areas in Denmark and Germany, we analyzed habitat selection and home range size in response to seasonally changing habitat structure, measured as vegetation height and agricultural field size, and weather. We compared daily and monthly home ranges to disentangle between direct short-term weather effects and indirect seasonal effects of climate.ResultsHabitat selection and home range size varied seasonally as a response to changing habitat structure, potentially affecting the availability of food and shelter. Overall, habitat structure and seasonality were more important in explaining hare habitat selection and home range size compared to direct weather conditions. Nevertheless, hares adjusted habitat selection and daily home range size in response to temperature, wind speed and humidity, possibly in response to thermal constrains and predation risk.ConclusionsFor effective conservation, habitat heterogeneity should be increased, e.g. by reducing agricultural field sizes and the implementation of set-asides that provide both forage and shelter, especially during the colder months of the year.","['Agricultural land', 'Animal behavior', 'Climate effects', 'Environmental Studies', 'European hare', 'Food availability', 'Food security', 'Foraging habitats', 'GPS', 'Global positioning systems--GPS', 'Habitat changes', 'Habitat selection', 'Habitats', 'Heterogeneity', 'Home range', 'Land use', 'Lepus europaeus', 'Predation', 'Satellite navigation systems', 'Seasonal variations', 'Shelters', 'Weather', 'Wind speed']",yes,yes,"DK, DE",yes,no,,
438,"['Frick, Annett', 'Tanneberger, Franziska', 'Bellebaum, Jochen']",Model-Based Selection of Areas for the Restoration of Acrocephalus paludicola Habitats in NE Germany,2014,Environmental Management,http://dx.doi.org/10.1007/s00267-014-0234-x,"The global Aquatic Warbler (Acrocephalus paludicola, Vieillot, 1817) population has suffered a major decline due to the large-scale destruction of its natural habitat (fen mires). The species is at risk of extinction, especially in NE Germany/NW Poland. In this study, we developed habitat suitability models based on satellite and environmental data to identify potential areas for habitat restoration on which further surveys and planning should be focused. To create a reliable model, we used all Aquatic Warbler presences in the study area since 1990 as well as additional potentially suitable habitats identified in the field. We combined the presence/absence regression tree algorithm Cubist with the presence-only algorithm Maxent since both commonly outperform other algorithms. To integrate the separate model results, we present a new way to create a metamodel using the initial model results as variables. Additionally, a histogram approach was applied to further reduce the final search area to the most promising sites. Accuracy increased when using both remote sensing and environmental data. It was highest for the integrated metamodel (Cohen's Kappa of 0.4, P &lt; 0.001). The final result of this study supports the selection of the most promising sites for Aquatic Warbler habitat restoration.[PUBLICATION ABSTRACT]","['54162:Environmental Consulting Services', '71219:Nature Parks and Other Similar Institutions', 'Algorithms', 'Animals', 'Birds', 'Conservation', 'Conservation of Natural Resources -- methods', 'Digital maps', 'Dispersal', 'Ecosystem', 'Endangered & extinct species', 'Environmental Remediation -- methods', 'Environmental Studies', 'Environmental management', 'Geographic Information Systems', 'Germany', 'Grasslands', 'Habitats', 'Models, Biological', 'National parks', 'Population', 'Regression Analysis', 'Remote sensing', 'Satellite Imagery', 'Songbirds -- physiology', 'Vegetation']",yes,yes,"PL, DE",yes,no,,
439,"['Levin, Gregor']",Applying parcel-specific land-use data for improved monitoring of semi-natural grassland in Denmark,2013,Environmental Monitoring and Assessment,http://dx.doi.org/10.1007/s10661-012-2735-5,"A major obstacle to the conservation and management of semi-natural grassland (SNG) is the general lack of consistent and precise maps showing the extent and quality of this habitat type. SNG is related to, and influenced by, agricultural land use. Both intensive land use as well as a lack of extensive land use can reduce the extent and quality of SNG. For Denmark, this paper demonstrates how parcel-specific land-use data can be applied to detect localities with spatial convergences and conflicts between SNG and agricultural land use. Based on their respective influence on SNG, land use is aggregated into five major classes and spatially overlaid with existing nationally registered SNG. Results show that almost 11 % of all SNG is mapped either on cropped land or on rotational grassland, indicating a conflict between mapped SNG and land use. Thirty percent of SNG is mapped outside any agricultural land use, pointing to a lack of management. Fifty nine percent of SNG is mapped either on land receiving payments for grazing/mowing or on other land under extensive management, indicating a convergence between SNG and land use. Finally, 30 % of land receiving payments for grazing/mowing and 62 % of other land under extensive management does not contain any semi-natural habitat. Potential, as yet unmapped, SNG might exist in these localities. Based on these results it is argued that the application of parcel-specific land-use data could significantly improve monitoring of SNG.[PUBLICATION ABSTRACT]","['22131:Water Supply and Irrigation Systems', '8400:Agriculture industry', '9130:Experimental/theoretical', '9175:Western Europe', 'Agriculture', 'Agriculture -- statistics & numerical data', 'Conservation of Natural Resources -- methods', 'Denmark', 'Ecosystem', 'Environmental Monitoring -- methods', 'Environmental Studies', 'Environmental monitoring', 'Europe', 'Grasslands', 'Habitats', 'Land use', 'Land use planning', 'Regions', 'Registration', 'Studies', 'Vegetation']",?,,,,yes,wrong country,
440,"['Beriaux, Emilie', 'Jago, Alban', 'Lucau-Danila, Cozmin', 'Planchon, Viviane', 'Defourny, Pierre']",Sentinel-1 Time Series for Crop Identification in the Framework of the Future CAP Monitoring,2021,REMOTE SENSING,10.3390/rs13142785,"In this upcoming Common Agricultural Policy (CAP) reform, the use of satellite imagery is taking an increasing role for improving the Integrated Administration and Control System (IACS). Considering the operational aspect of the CAP monitoring process, the use of Sentinel-1 SAR (Synthetic Aperture Radar) images is highly relevant, especially in regions with a frequent cloud cover, such as Belgium. Indeed, SAR imagery does not depend on sunlight and is barely affected by the presence of clouds. Moreover, the SAR signal is particularly sensitive to the geometry and the water content of the target. Crop identification is often a pre-requisite to monitor agriculture at parcel level (ploughing, harvest, grassland mowing, intercropping, etc.) The main goal of this study is to assess the performances and constraints of a SAR-based crop classification in an operational large-scale application. The Random Forest object-oriented classification model is built on Sentinel-1 time series from January to August 2020 only. It can identify crops in the Walloon Region (south part of Belgium) with high performance: 93.4% of well-classified area, representing 88.4% of the parcels. Among the 48 crop groups, the six most represented ones get a F1-score higher or equal to 84%. Additionally, this research documents how the classification performance is affected by different parameters: the SAR orbit, the size of the training dataset, the use of different internal buffers on parcel polygons before signal extraction, the set of explanatory variables, and the period of the time series. In an operational context, this allows to choose the right balance between classification accuracy and model complexity. A key result is that using a training dataset containing only 3.2% of the total number of parcels allows to correctly classify 91.7% of the agricultural area. The impact of rain and snow is also discussed. Finally, this research analyses how the classification accuracy depends on some characteristics of the parcels like their shape or size. This allows to assess the relevance of the classification depending on those characteristics, as well as to identify a subset of parcels for which the global accuracy is higher. PU  - MDPI PI  - BASEL PA  - ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",NA,?,,,,yes,wrong country,
441,"['Munoz Valles, Sara', 'Mancilla-Leyton, Juan Manuel', 'Morales-Jerrett, Eduardo', 'Mena, Yolanda']",Natural Carbon Sinks Linked to Pastoral Activity in S Spain: A Territorial Evaluation Methodology for Mediterranean Goat Grazing Systems,2021,SUSTAINABILITY,10.3390/su13116085,"Exploring and developing new tools for the accounting and management of natural C sinks will provide a closer, more accurate option to remark the importance of such sinks in relation to livestock production, helping to support the persistence of some seriously endangered traditional, environmentally sustainable livestock farming. Following both precision and usability criteria, two main C sink databases covering the Andalusian region (S Spain) were developed from the Spanish Land Parcel Identification System (SIGPAC, coarse resolution) and the Spanish Information System on Land Cover (SIOSE, finer resolution) land use classes. Particular C sink factors based on growth rates for individual plant species were associated with detailed vegetation maps and, further, were linked to Land Use and Covers cartography across the region. In addition, eight ruminant farms were exhaustively studied in situ and used as a control. Results were compared with the obtained through the application of the developed C sink databases, and with the commonly used Petersen methodology. The sink capacity of vegetation associated with farms varied from 0.25 to 1.37 t CO2 ha(-1) year(-1), depending on the plant species composition and abundance. All the approaches showed significant differences from the control. C sink values were significantly higher when applying SIGPAC-based C sink database to farms, while values from the SIOSE and Petersen methodology approaches provided more moderate values, closer to the control. SIGPAC and Petersen approaches showed higher usability but presented lower precision due to a poor definition of plant cover. SIOSE-based C sink database provided suitable values able to be adapted to reality and used by farmers. In this regard, further research efforts to improve the adjustment of results and ease of use are required. The present approach means a methodological advance in the estimation of the C sink capacity associated with pastoral livestock farms, able to be incorporated into the CF calculation in contrasted areas worldwide, in the frame of the 'eco-schemes' being recently under development through the EU CAP. PU  - MDPI PI  - BASEL PA  - ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",NA,?,,,,yes,wrong country,
